comment,sentiment
"电力储能技术种类众多,特性各异,在电力系统中的适用性应根据应用场景和决策准则进行评判。从技术性能、寿命周期内年效益、寿命周期内年成本和集成度4个角度出发,构建了电力储能技术的适用性评价模型,模型结构至上而下分为目标层、准则层、指标层和方案层。以指标层的基础数据为依据,采用层次分析法和模糊综合评价法计算指标权重和关系矩阵,并分别开展不同准则的独立评价和综合评价,最终获取不同方案的适用性评价结果。通过对4种配电网电池储能的适用性分析验证了评价模型和方法的有效性和实用性,对电力储能的规划、政策和商业应用具有重要的借鉴意义。",0
"随着张北地区风电、光电等可再生能源不断开发,大规模清洁能源并网与传输对柔性直流电网的发展与构建提出了迫切需求。综合考虑了柔性直流(VSC-HVDC)输电技术的优点,设计了一种对称双极结构作为张北四端直流电网主拓扑,采用半桥式模块化多级换流器(MMC)拓扑结构和架空线进行电力传输。同时,提出了一种新型模块化级联直流断路器拓扑,并开发了500 kV柔直换流阀和直流断路器样机,以满足张北四端直流电网的需求。",1
"主动配电网发生故障后,利用分布式电源形成孤岛可有效提高配电网供电可靠性。针对恢复过程中清洁能源与负荷功率双重时变所引起的孤岛供需不平衡现象,以及未充分发挥柔性负荷调节潜能的问题,提出一种配电网动态孤岛划分策略。首先对各时段网络进行深度优先搜索,以恢复等效负荷最大为目标函数,使清洁能源与储能共同发挥作用,得到各时段初步孤岛范围;再挖掘孤岛内可控负荷的调节潜能,以提出的可控负荷贡献度指标作为评价值,通过和声算法得到各可控负荷在各时段的最佳调节量,进而得到最优孤岛划分范围。IEEE33节点系统仿真分析表明,所提策略可有效提高负荷恢复量、降低综合成本损耗。",0
"直流电网技术是解决新能源并网和消纳问题的有效技术手段之一。为平抑新能源功率波动、负荷突变引起的直流网侧电压波动,设计了以平抑直流并网点功率波动为目标的功率平滑控制策略。构建了含风力发电、光伏发电、储能单元、交流负荷和直流负荷的六端口直流电网拓扑,搭建了基于MATLAB/Simulink仿真平台的六端口直流电网仿真模型,对新能源功率波动、负荷突变及直流线路单极对地短路故障等工况进行了仿真分析,依托于直流电网实验系统开展了实验验证。仿真与实验结果表明,该控制策略可有效减小并网点功率波动,能够较快抑制功率波动引起的直流网侧电压波动,实现了系统的灵活、可靠运行。",0
"针对油气田储层改造中金属丝电爆炸这一新的物理增产技术,为了研究电爆炸冲击波与放电参数之间的关系,搭建了电爆炸试验平台,以铜丝为负载开展了不同放电参数下爆炸特性试验。通过对放电过程中电压、电流、电阻及其沉积能量的分析,研究了电容容量和储能大小对金属丝相变时间、沉积能量及冲击波的影响规律。结果表明,在铜丝从固态到液态相变过程中,电容容量和储能大小对其影响不大,沉积能量为其理论热焓值3倍左右;在铜丝汽化过程中,随着电容储能的增加,60μF容量电容放电时的能量沉积速率要低于30μF容量电容放电,但60μF容量电容在储能较低时仍有较好的放电稳定性。在丝放电过程中,冲击波的峰值压力与铜丝汽化过程中的沉积能量有着紧密的关系,随着沉积能量的增加,它们具有相同的变化趋势。",0
"为了提高微网中储能系统的稳定性,充分发挥其功率松弛作用,提出基于功率交互及动态分配的多储能单元控制策略。首先,依据荷源功率差确定系统工作模式,并将储能主导模式进一步划分。在此基础上,提出储能单元间的功率交互控制,控制临界单元在不影响系统正常功率平衡前提下进行反向功率流动,使其荷电状态向稳定运行区间恢复;然后,针对交互修正功率及系统总功率的分配问题,提出计及可充放电量及极限功率的功率动态分配策略,优先按照各单元可充放电量比例进行分配,同时引入分配比例修正环避免既定分配策略导致的功率超限情况。最后,将所提控制策略应用于直流微网进行仿真,结果表明该策略能够实现临界储能单元荷电状态自恢复、系统总功率自分配的功能,进而提高储能系统的可靠性和灵活性。",0
"为了适应日益苛刻及复杂场景下的保供电需求,研发了多模式在线保供电移动储能装置,能够根据实际情况提供串联、并联及双回路3种保供电模式。针对3种保供电方案介绍了接入方式,提出了储能系统的供电方法及控制程序。深入分析了储能装置的控制策略及无缝切换技术,提出了重复控制与PID控制相结合的储能变流器复合控制方法,该方法能够有效提升非线性负荷接入时供电系统的电能质量。分别搭建实验平台,针对阻性、阻感和阻容3种性质的负荷进行了多模式保供电实验,实验证明该装置串联模式保供电性能最好、并联模式实现了无缝切换、双回路模式实现了多回路供电。总体上3种模式各有优缺点,该装置可以根据不同场景提供多模式的保供电方案,能够较好地实现在线保供电等目标。",0
"针对大容量混合储能系统(HESS)存在的多储能介质协调配合、多储能单元功率分配问题,提出一种""储能系统-介质组-储能单元""逐级优化的双层能量管理策略。中心分配层采用融合超级电容组荷电状态(SOC)的改进低通滤波算法,得到各介质组的功率指令。通过状态识别和人工干预,弥补该算法易导致介质组功率状态相反的不足,引入电池组功率爬升限值Plimit,进一步平滑电池组的功率输出。局部分配层引入储能系统持续可调度性和运行经济性的概念,分别建立电池组、超级电容组功率分配模型,完成上层功率指令在组内各储能单元之间的优化分配。以某储能电站某日13:00—13:30的实际出力为算例,利用AMPL/IPOPT求解器进行求解。结果表明,所提策略在满足电网对于储能系统功率需求的同时,能够合理分配各储能单元功率,使其SOC集中于0.4~0.8区间,保证各单元均留有足够的充、放电裕度,同时节约电池组运行费用17.7%。",0
"分布式光伏(PV)通常并入配电网,其大规模并网发电将对配电网的安全运行带来挑战,研究分布式光伏发电消纳能力已成为发展分布式光伏的重要内容。针对配电网信息不完整的情况,提出了一种考虑储能配置模式的多数据源融合分布式光伏发电并网接纳分析计算方法,融合来自电网调度系统、配电自动化系统、分布式发电监控系统的实时量测数据及历史数据,计量、营销、负控等系统的电量数据及历史数据,补全了分布式电源并网接纳能力分析模型。考虑电网侧、分布式发电侧等不同配置模式下储能参与电网电压调节的能力,并以电压偏差及电压波动指标作为定量计算的目标值,短路电流、支路载流量等安全性指标作为约束,经济性和可靠性指标作为校验,进行接纳能力分析。最后通过实际配电网算例验证了所提方法的有效性和可行性,结果表明,储能配置在电网侧较配置在分布式发电侧对提高配电网分布式光伏消纳效果更明显,分布式光伏消纳能力可以提高42.5%。",0
"虚拟惯量控制是风电机组参与系统调频的一种有效方式。基于风电机组比例微分(PD)虚拟惯量控制的基本原理以及单机并网系统的频率响应简化模型,对PD虚拟惯量控制的响应特性及机理进行了分析,推导了PD虚拟惯量控制与系统频率的量化关系。分析结果表明:风电机组PD虚拟惯量控制本质上为暂态频率调节过程,比例控制主要影响系统暂态频率响应的最低值,微分控制主要影响系统频率的下降速度和达到频率最低值的时间。利用实验室风电并网实验平台,在相同负荷扰动下增大PD虚拟惯量控制的比例系数后,风电机组参与系统调频的转子动能增加,最大频率偏差由0.84 Hz减小为0.59 Hz,风机转速由15.7 rad/s降低为13.4 rad/s;而增大微分系数后,系统频率的下降速度减小。实验结果与理论分析结果一致,从而证明了所述特性分析和机理分析方法的有效性,为风电机组虚拟惯量控制的参数整定和控制方法优化提供了一定的理论参考。",1
"孤立电网具有各次备用容量小、自平衡能力差的特点。为了提高风能的利用率,在保障稳态频率约束的前提下,采用综合利用一、二次备用的方法。提出了考虑稳态频率约束的系统最大可调备用容量的概念,建立了考虑稳态频率约束的机组组合优化模型。以常规机组发电成本最小和系统消纳风能最大为多目标,并通过扩展ε约束法对模型进行求解。改造后含高渗透率风电的孤立电网10机系统的计算结果表明,所提模型通过有效利用系统中各次备用,在满足系统稳态频率约束的同时,有较好的经济性以及风电的消纳能力。",1
"风电功率预测的快速全覆盖对区域风电的优化调度意义重大,现有预测算法均无法解决这一问题。为此,采用模糊聚类分析实现对风电场出力特性的有效识别和风电场集群的合理划分,将主成分分析用于区域空间特征气象参数的提取,建立了基于集群划分的区域风电功率预测技术框架。算例结果表明,单个集群的预测精度略低于传统逐风电场建模的预测精度;随着预测范围的扩大,区域集群预测与传统预测方法的精度相当,但建模量明显减少。基于集群划分的短期风电功率预测方法可在保证预测精度的同时,显著提升建模效率。",1
"超级电容器具有功率密度大、循环寿命长等优点,在分布式微网和新能源汽车中起重要作用。为进一步提高其能量密度,提出兼具锂离子电池与超级电容优势的锂离子超级电容。电极作为电容重要组成部分,很大程度上决定了整体的电化学性能。然而锂离子超级电容成本较高、技术不成熟等缺点限制了大规模应用。从锂离子超级电容基本原理入手,针对锂离子的传输过程对其分为3类,并分类综述了电极材料的研究现状,对目前存在的主要问题进行了总结,提出了未来电极材料研究的重点:复合材料、MOFs材料、柔性材料。",0
"为实现虚拟下垂与虚拟惯性2种控制方法优势互补,提出了一种储能电池(BES)参与一次调频的综合控制方法,该方法全面考虑了不同频率区间下电网对调频的需求、2种控制策略的优势与储能自身容量限制等因素。通过分析储能虚拟惯性控制策略对系统动态特性的影响,发现其阻碍频率恶化的同时也会阻碍频率的恢复,提出了一种虚拟负惯性控制策略;在此基础上,为了保证储能电池荷电状态(SoC)的维持效果,提出了一种考虑SoC反馈的自适应控制规律。最后,为了充分利用虚拟惯性控制与虚拟下垂控制的优点,定义了合适的频率偏差临界值,依据系统调频需求,选择相应的控制策略。以典型区域电网为例,在MATLAB中对1.5%阶跃扰动与20 min连续扰动进行仿真验证,并对调频效果和SoC维持效果进行综合评价,验证了所提方法的有效性。",0
"覆冰已经成为我国风电发展的严重威胁,利用疏水性涂层促进叶片表面过冷却水的滚落,减少覆冰水源,延缓叶片覆冰,是一种较有潜力的风机防覆冰手段。在人工气候试验室内布置小型风洞对涂覆4种有机硅丙烯酸酯树脂(silicone acrylate resin,SAR)疏水性涂层的NACA7715风机叶片模型进行了人工覆冰试验,并设置无涂层叶片作为对照组,试验中设置了5种风速和3种攻角参数。风速试验中每隔15 min测取了不同涂层风机叶片的覆冰重量;攻角试验中观测了各叶片在不同攻角下的覆冰分布。研究结果表明,在风速",1
"补偿脉冲发电机是一种可广泛应用于高功率激光、聚变反应堆、电磁发射及飞行器电磁弹射的特殊同步发电机,因其需要激励系统产生工作耦合磁场,导致系统体积和质量增大,可靠性降低。为提高其可靠性和储能密度,设计了一种采用永磁体激励,结构较为简单,具有较高功率密度的新型补偿脉冲电机。采用解析方法对样机进行分析,获得了样机的空、负载简化解析模型,解析模型与有限元方法的结果比较一致,可以简单准确地对该电机进行设计与分析。设计了一台缩比样机,开展了样机试验,结果表明:永磁补偿脉冲发电机绕组电感得到有效补偿,缩比样机能够输出较大功率脉冲电流,脉冲电流波形与计算和仿真分析结果基本一致。",0
"风水微网中,风电的间歇性和波动性容易造成微网功率波动频繁,恶化微网电能质量。为平滑风水微网输出功率,提出将PI-PD控制方法应用到微网内水电机组控制中,采用频域分析法分析了常规PID控制及PI-PD控制对水电机组的控制效果,提出改善水机动态响应过程的参数调整方法;建立了风水微网仿真模型,通过时域仿真比较了微网内水机采用常规PID、模糊PID和PI-PD算法的控制效果,并分析了PI-PD控制参数对微网内部动态响应的影响。理论和仿真分析结果表明,与常规PID及模糊PID相比,微网中水机采用PI-PD控制能够获得较快的调节速度、较小的反调量;合理整定PI-PD控制参数值,能够缩短微网动态响应时间,抑制微网功率振荡,保证微网安全稳定运行。",1
"传统电流源型变换器交流侧需设置交流电容器来实现交流电流的连续和能量的缓冲,但交流电容器既昂贵,又存在与交流侧电感发生谐振的风险,严重制约其大功率化。基于此,从工程实现角度出发,运用直流电流复注变换式AC/DC变换思想构造一种采用分流电感实现恒稳直流?近似正弦交流变换的大功率电流源型静止无功发生器(SVG)拓扑。分析SVG电路拓扑的原理,给出开关的触发时序;建立SVG的非线性数学模型,给出一种全局线性化的有功无功控制策略;通过仿真和实验对拓扑电路的可行性以及控制策略的正确性进行验证。结果表明,所提出的拓扑输入输出性能优良,无需滤波即可获得近似正弦波形的交流电流;全局线性化方法不依赖SVG的运行状态,控制器在全状态域控制有效,系统能在全局范围内获得良好的线性控制性能。",0
"电动汽车是一种移动负荷,其充放电行为会对电网产生巨大影响。为减小这种影响,研究了区域电动汽车协调优化的充放电策略。在1个包含居民区和工商业区的区域中,首先研究了电网侧在最优功率负荷波动和经济费用下的充放电需求,然后研究了用户侧充放电总功率与电价的关系,最后研究了中间商侧通过返利来引导用户进行协调充放电。研究结果表明:通过多目标的遗传算法进行充放电优化后,电网侧功率负荷方差有很大的优化,中间商侧得到的充放电总费用增大;中间商侧将节约的费用补贴给用户,通过0-1规划优化后,减少了电池损坏,节约了用户费用,减少了等待时长,为用户带来便利,同时中间商侧因减少的补贴费用而获利。通过3者的协调配合,实现了电网侧、中间商侧和用户侧的协调优化,该策略将1个复杂的优化过程分解成不同模块来实现,既满足了各层面的要求又使该方法更具可操作性,最后用1个算例验证了该策略的有效性。",0
"为了平抑交直流混合配电系统电网有功功率波动,保障系统安全稳定的运行,首先对比分析了3种适用于交直流混合配电系统的拓扑结构,选择了可控性能较好的两端型拓扑结构,根据负荷需求确定了合适的电压等级;其次阐述了直流母线电压波动的平抑方法,分析研究了配电系统有功功率波动协调运行控制策略,提出了1种储能系统配合交直流混合配电系统的换流站协调运行控制策略,并进行了相关指标定义及理论分析;最后在PSCAD/EMTDC软件中建立了仿真模型,对包含储能系统协调控制的稳态模型进行了仿真;依据提出的储能系统与换流站协调运行控制策略,对交直流混合配电系统短路故障进行了对比仿真及分析。仿真结果表明:在包含大量分布式电源及储能的交直流混合配电系统中,采用储能系统与换流站协调运行控制策略,能较好地平抑系统故障状态下产生的有功功率波动;在直流母线有功功率切换频繁时,控制策略能快速响应,降低对保护设备的要求,保障系统稳定运行。该换流站储能协调运行控制策略可作为平抑交直流混合配电系统电网功率波动的工程方案。",0
"直流电网在高压柔性输电、新能源接入、轨道牵引以及未来城市配网方面有着广泛的应用前景。直流断路器作为重要的控制和保护设备,是直流电网供电安全的重要保证。与交流相比,直流开断的要求更高、其实现也更加困难。根据开断原理的区别,目前的直流断路器主要分为空气断路器、电流注入式断路器和混合式断路器三类。分别对三类直流断路器进行了综述,介绍了相应的开断原理与开断方法,着重分析了中高压直流分断方面的最新技术。空气式直流断路器通过建立足够高的电弧电压实现分断,结构简单、可靠性高,在低电压等级系统中已经得到了广泛的应用。电流注入式直流断路器利用储能元件产生的反向电流注入来实现直流分断,短路分断速度较快,可用于中高压直流系统。混合式直流断路器主要利用全控型电力电子器件来实现电流分断,开断速度极快,对于不同电压等级适用性较强,然而较高的成本限制了其广泛应用。",0
"为了更好地发挥风电–氢储能与煤化工多能耦合系统(WP-HES&CCMFCS)消纳风电、降低化工能耗、减少化工污染的优势,实现WP-HES&CCMFCS能量广域协调控制蓝图,针对WP-HES&CCMFCS本地部分,分析其内部各子系统间能量传递与转换关系,基于气体产、耗过程动态平衡的原则,采用分层递阶控制原理,提出了以灵活调整优先级顺序为思想,以风电消纳最大化为目标,以煤化工系统额定不间断运行、氢储能系统(HESS)状态处于正常区间为约束的本地WP-HES&CCMFCS能量协调控制策略,构建了本地WP-HES&CCMFCS双层控制模型。最后,利用MATLAB/SIMULINK搭建了本地WP-HES&CCMFCS能量协调控制仿真模型并进行验证。结果表明,所提控制思路和方法能准确表征氢储能系统储能状态,提升风电消纳能力,实现既定目标。",1
"为了探讨大规模新能源与半波长交流输电系统(HWACTS)中并网系统(GCS)的谐振特性,以风电场的典型拓扑结构为基础,结合较精确的半波长输电线路和变压器谐波模型,建立了大规模风电场与半波长交流输电线路并网的拓扑模型及其等效分析电路。运用模态分析方法对并网系统的谐振特性进行研究,分析并网系统各节点的谐振参与因子及其元件的归一化灵敏度值,确定并网系统的谐振中心。最后,考察不同线路长度和逆变器参数变化及运行工况对并网系统谐振特性的影响,总结出不同参数对应的谐振频率范围,并给出不同运行工况相对于理想工况的谐振点频率偏差。仿真结果表明:35 kV母线是并网系统的谐振中心,半波长输电线路长度变化对并网系统的谐振影响主要集中在低频(间)谐波。此外,低压等级线路的长度变化、逆变器的网侧电感、滤波电容和外环比例系数以及特高压交流电网的短路容量对并网系统的谐振也有较大的影响。",1
"随着锂离子电池(LIBs)在电动汽车和储能领域的应用数量和规模越来越大,其安全问题日益凸显。对锂离子电池安全防护技术相关的国内外专利按照技术类别进行了筛分整理,分别从专利历年申请量、国家/地区分布、技术生命周期、技术分布以及申请人分布等方面进行了分析。从专利数量来看,在所属国家和目标市场中排在前3位的均为中国、韩国和日本;从技术生命周期来看,该技术领域目前处于快速发展期,进入该领域的申请人和专利数量均在逐年增加;从技术类别来看,电池防护技术(电池内部防护,比如防爆阀技术)专利数量最多,其次是电池材料(PTC和陶瓷隔膜),状态监控的数量最少。在对专利进行一级分类、二级分类的基础上,筛选出与电池安全状态监控、防爆、防火技术相关的专利进行了专项分析。在国内外专利检索结果及分析的基础上,提出了锂离子电池安全防护技术的未来可能技术发展方向。",0
"为平抑直流微电网中的功率波动、提升直流母线电压动态稳定性,对储能接口变换器采用具有直流电机特性的直流母线电压稳定控制策略。该方法在双闭环恒压控制基础上加入了虚拟直流电机(VDCM)环节,详细分析其工作机理并进行小信号稳定性分析,建立光储直流微电网仿真及小功率实验平台对加入VDCM前后控制方法的作用进行比较。仿真和实验结果表明,加入VDCM后的控制策略具有直流电机的惯性和阻尼特性,能够有效缓冲和抑制功率波动对直流母线电压的影响,增强直流母线电压的稳定能力。",0
"为解决传统模糊控制器未考虑各电气量之间相互影响而导致控制准确性和协调性不足的问题,综合考虑直流微网中的微源出力、负荷需求及储能状态3者关系,提出基于母线电压波动、飞轮及蓄电池储能状态的混合储能调度方案;基于该调度方案设计了考虑电气量间相互影响的多变量模糊控制器:采用带权值相乘方法建立计及电气量间相互影响的模糊关系矩阵,在此基础上对模糊输入量进行修正,建立模糊规则库,并对解模糊结果进行逻辑判断,生成储能系统的充放电控制信号;提出了以直流母线电压波动最小为目标,以瞬时功率平衡、储能装置充放电限制为约束条件的混合储能充放电优化方法。仿真结果表明当直流微网内母线电压波动超过5%时,储能系统可根据飞轮和蓄电池的储能状态,选择合适运行方式快速投入,从而维持直流母线电压的稳定;同时也验证了多变量模糊控制器与混合储能充放电优化方法的可行性和有效性,该研究对于工程实践和理论研究具有一定的参考价值。",0
"为了保证储能电站的安全稳定运行,研究了比例积分(PI)控制下储能并网变流器(PCS)的并联稳定性。首先通过等效变换的方法,用电容电流反馈等效虚拟电阻,建立了单台PCS控制模型,提出了一种dq坐标系下易于实现的全解耦并网控制策略,之后通过诺顿等效电路建立了电网阻抗存在时多台PCS并联运行模型,并对并联模型极点分布情况进行分析,结合劳斯判据给出了PCS并联系统虚拟电阻的稳定区间。结果表明:当控制参数中虚拟电阻取值在稳定区间范围内时,多台PCS并联可以稳定运行,若虚拟电阻在限定范围之外,则会产生谐振。最后,在simulink平台搭建了PCS并联运行仿真模型,仿真的结果验证了该理论的正确性。",0
"为解决电网发生极端事故工况下其调频容量需求与调频容量机会成本矛盾大的问题,通过分析电网一、二次调频过程耦合特点,给出储能辅助电网调频的方法,在此基础上,结合钛酸锂电池的充/放电倍率特性以及不同倍率下作用时间的等效折算方法,形成考虑钛酸锂电池倍率特性的调频用容量配置流程。最后,以电网发生紧急(极端)事故(发电机突然跳闸或负荷突然增加)工况为算例进行验证,结果表明,相同扰动工况下,考虑倍率特性后,钛酸锂电池所需配置的容量显著降低。仿真结果验证了所提方法的有效性及具有高倍率特性的钛酸锂电池的优势。",0
"尖晶石型钛酸锂电池以其优良的倍率性能和循环性能受到广泛应用,但是其胀气问题严重制约着电池的发展,尤其在高温下胀气更加严重。为解决该问题,选取3种商用的钛酸锂软包电池为实验对象,在高温条件下进行充放电循环,并用自行设计的电池胀气体积测试装置测试电池的胀气体积,结果表明当电池容量保持率为80%时,1号和2号电池循环至1 500次、而3号电池循环至1 000次,且对应的电池胀气率分别为43.05%、13.46%、46.55%。在整个充放电循环过程中,对电池胀气率散点进行拟合,1号和2号电池的胀气率均呈线性增长,且1号电池增长速率大于2号电池,而3号电池胀气率呈二次函数增长。通过对电池的容量衰减率和胀气率的分析,发现电池的容量衰减率随着胀气率的增大而增大。交流阻抗测试对循环前后的钛酸锂电池测试分析表明,电池的胀气率越高,则电池的欧姆阻抗越大,2者呈线性规律;而只有当电池胀气率达到一定程度时电池的电化学阻抗才会有较大变化;胀气率对扩散阻抗的影响存在一个上限。",0
"为避免孤岛直流微网中蓄电池的深度充放电以延长其使用寿命,在充分考虑蓄电池荷电状态(SOC)的基础上,提出了一种包含一次分散控制和二次集中控制的孤岛直流微网多源协调控制策略。一次分散控制用于实现各微源考虑蓄电池SOC的自治协调运行,在该控制下,直流母线电压随SOC按分段下垂特性变化,当SOC接近限值时,直流母线电压会升高或降低,导致新能源发电单元降功率或负荷减载运行。二次集中控制对一次控制的下垂曲线进行了调整,用于消除一次控制在SOC接近上限时产生的稳态电压偏差,以满足特定情况下对直流母线电压的严格要求。最后,搭建了风储孤岛直流微网硬件在环仿真(HILS)实验系统,实验结果表明,所提多源协调控制策略可有效避免蓄电池的深度充放电并提升直流母线电压质量。",0
"为了解决梯次电池在风光储电、家庭储电、移动储电等储能领域实际应用中,电池一致性管理的问题,提出一种新型的多模块并联输入串联输出(MPISO)的电池成组拓扑结构。其中,36只单体电池并联组成电池模块;DCDC为一种新型开关电源,可实现双向升降压;电池模块和DCDC组成电源模块;串联电源模块输出端,组成高压系统。基于此拓扑设计一种梯次电池储能系统,并对其进行试验研究,结果表明:储能系统可在各种情况下快速收敛各电源模块荷电状态(SOC);各电源模块可在线退出系统,且退出并不会对母线电压造成冲击。",0
"为降低直流扰动引发的电压波动、提升风机并网安全,基于PSD-BPA电力系统机电暂态仿真软件中新近开发的面向实际工程的直流控制系统,分析了送端整流侧交流电压快速波动下直流系统主要电气量的动态响应特性;揭示了整流站动态无功盈余及其引发交流过电压威胁的机制;评估了交流电压扰动特征、直流控制器参数配置对响应特性的影响;提出了直流控制参数优化措施。对于新能源规模化并网特高压直流汇集送出系统,降低整流器最小触发角限制器动作幅度、增大定电流控制总增益以及减小低压限流启动门槛值,均可改善交直流电网受扰特性,降低风电脱网威胁。",1
"水中冲击波技术应用广泛,冲击波的能量和重复频率是其实际应用的重要指标。金属丝电爆炸驱动含能材料的方法,可实现保证重复频率工作的前提下,提高冲击波能量,增强其破坏效应。为此研究了不同系统初始储能下铜丝几何参数对驱动效果的影响,分析了金属丝包覆含能材料后的放电特性,并通过对金属丝放电波形和冲击波波形的对比分析,研究了不同系统初始储能下,铜丝几何参数对驱动效果的影响。研究结果表明:覆于金属丝外部的含能材料会吸收丝爆产生冲击波的能量,从而减小冲击波峰值压力,但会增大冲击波冲量,增强了冲击波的破坏效应;系统储能较低时,存在最优金属丝参数,一定条件下使其对含能材料的驱动效果最佳,产生的冲击波最强;当系统储能较高时,金属丝直径等参数对驱动效果的影响不显著;金属丝电爆炸驱动含能材料的机制可能是强冲击波、等离子体和强辐射等因素的联合作用。",0
"针对轨道炮的应用需求,为解决电感储能型脉冲电源炮口消弧与剩余能量回收的问题,在绞肉机电路基础上提出了一种新型超导储能脉冲电源拓扑。建立了脉冲电源与简单轨道炮的仿真模型,仿真实现了轨道电流在电枢出炮口前降为0的设计并进行了能量回收,分析了电容参数和终止放电时机对系统性能的影响。仿真与实验结果表明:该拓扑可以实现充电、放电、终止放电、能量回收4种工作模态;在充电电流16.5 A的条件下,最终输出的脉冲电流峰值达到了166 A,而且在放电过程后,回收了部分能量,回馈电流为11.2 A,这减少了系统45.78%的能量损耗;电容参数的设计应同时考虑对系统电压应力和脉冲电流波形的要求,终止放电时机应在考虑延时的前提下尽量后移。",0
"为了实现重频脉冲功率源小型化,研制了基于快Marx发生器的紧凑型重频低阻抗脉冲驱动源。采用低功率电源(比如30 V电池)作为初始能源,重频高压充电电源集成大容量超级电容,可脱离外部电源重频对Marx发生器充电至100 k V,结合对高压充电电源和脉冲触发源的同步控制,实现Marx发生器的重频高功率多脉冲输出;Marx发生器中采用薄膜脉冲电容器、小型化气体开关、电感隔离以及SF6气体绝缘等设计,最高建立电压800 k V、额定储能1.6 k J;高压充电电源和脉冲触发源采用真空灌封绝缘胶等紧凑设计,全系统集成后外形尺寸约0.9 m×0.45 m×0.45 m。在实验中获得了重复频率10 Hz、脉宽150 ns、峰值电压>400 k V、电流>21 k A的连续多脉冲输出,为研制更高性能的小型化重频脉冲驱动源奠定了基础。",0
"随着光伏并网容量快速增长,其对电网稳定性影响及应对措施,已成为电力系统重要研究课题。为此,首先分析了并网点电压快速跌落和提升过程中,光伏发电单元及其并网系统受扰功率特性,以及不同控制模式对功率特性的影响。在此基础上,基于所构建的光伏发电与常规电源联合外送系统,分析了光伏并网对送端系统暂态功角稳定性影响,并针对光伏发电与常规电源分别提出了应对措施。新疆和田地区规模化光伏并网系统仿真结果,验证了所提出的应对措施可有效提升送端电网稳定水平。",0
"近年来,随着特高压直流与新能源发电的不断发展,当特高压大容量直流发生功率大扰动时,送端风电机组往往将感受到比较严重的暂态过电压,可能引发大面积风电脱网。针对此问题,深入分析了直流功率大扰动引起风机暂态过电压的机理,并提出了一种换流母线及风机暂态过电压的快速分析计算方法,推导了节点负荷变化引起节点电压变化的全微分灵敏度计算式。最后结合酒泉—湖南直流风电送出系统算例进行了仿真验证,结果表明所提方法可用来有效评估直流大扰动过程中风机暂态过电压,与经验计算方法相比,该方法将暂态过电压数值计算相对误差从21%降低至14%,具有较强的工程适用性。",1
"冲击负荷强烈的冲击性严重威胁到独立电力系统的安全稳定运行。针对现有评估指标无法准确、有效评估冲击负载的瞬时动态特性问题,提出了一套基于瞬时功率理论及源端关键参数的暂态评估指标,并对2种具有冲击性的常用负荷的启动、加减载等工作过程进行评估,该指标更能表征非线性负荷对独立电力系统影响的动态过程和暂态特性。通过改变2种负荷关键参数,使系统逐步达到不稳定极限;对电压、功角和频率进行稳定性分析,发现2类冲击负荷在系统中成为不稳定因素的区别在于产生冲击的功率类型不同,将分别引起系统频率失稳或电压失稳,进而造成电源的转速跌落或励磁保护。储能设备负载可采用恒功率充电或改善源端调速系统的方式,电动机负载可采用软启动或无功功率调节装置来缓解系统稳定性。",0
"风电机叶片动态旋转对雷达信号产生的多普勒效应,是邻近雷达台站识别风电场杂波的重要依据。现有研究手段由于难以获得精准的风电机叶片雷达回波仿真信号,进而无法获取准确的多普勒频谱。为此,避开风电机叶片雷达回波精准仿真的难题,通过叶片多普勒效应的产生机理研究,提出了一种通过叶片动态雷达散射截面(RCS)求解多普勒频谱的思想,即基于成熟的电大尺寸目标动态RCS精确求解技术,采用准静态法,运用物理光学法(PO)和等效电磁流法(ECM)构成的混合算法,获得叶片运动状态下的RCS时域曲线,最后利用短时傅里叶变换(STFT)得到叶片的多普勒频谱。基于该方法,计算并分析了风电机叶片在旋转、变矩、挥舞及倾斜等工况下的多普勒特性,为风电机雷达目标信号的识别、雷达散射截面的缩减,以及雷达侧风电场杂波的抑制提供参考。",1
"金属丝电爆炸过程伴随明显光辐射现象,该现象蕴含大量信息,为此研究了空气中铝(Al)、钛(Ti)、铁(Fe)、铜(Cu)、钼(Mo)、银(Ag)、钽(Ta)、钨(W)8种材质的金属丝以及石墨芯C在亚微秒与微秒尺度脉冲电流作用下电爆炸的光辐射特性。搭建了金属丝电爆炸实验平台与诊断系统。在系统储能500 J的情况下,将上升沿约为45 A/ns与5 A/ns的脉冲电流分别施加在长1 cm、直径200μm的金属丝/石墨芯负载上,并测量负载电压、回路电流、光强与时间积分光谱。实验结果表明,光电管可响应的光辐射起始于负载阻性电压下降时刻,并随着放电过程结束逐渐达到最大值,发光过程持续时间>300μs。从幅值来看,Ti丝电爆炸具有最强的光辐射,在5 A/ns脉冲电流作用时幅值为Cu丝的3倍。非难熔金属Al、Cu、Ag具有相似的光辐射特性,包括相似的光强–时间曲线以及具有明显线状谱的时间积分光谱;难熔金属Mo、Ta、W具有相似的光强–时间曲线且积分光谱以连续谱为主;石墨芯与难熔金属具有相似的光强–时间曲线,积分光谱却存在明显的线状谱。此外,金属丝电爆炸光辐射能量在250~380nm的波段具有较强的分量,比例最高为Cu丝,可达42.9%。不同材质金属丝电爆炸的光辐射具有很大差异,可以推测其等离子体通道温度、密度、电离度等参数存在较大差异。",0
